age,calls,activeCalls,sms,data,subscription_a,subscription_b,subscription_c,subscription_d,plan,score
51,7,21,27,599,0,0,0,1,4,706
57,9,9,9,364,0,0,0,0,4,448
64,9,23,8,471,0,0,0,1,4,576
40,6,14,12,264,0,0,0,0,4,336
69,8,8,4,797,0,0,0,0,4,886
25,17,19,29,502,0,0,0,0,4,592
71,10,16,17,558,0,0,0,1,4,673
57,11,18,8,816,0,0,0,0,4,910
23,12,13,11,679,0,0,0,0,4,738
69,7,11,18,671,0,0,0,1,4,777
55,13,15,7,306,0,0,0,1,4,397
44,8,22,25,233,0,0,0,1,4,333
45,9,23,17,455,0,0,0,1,4,550
57,9,13,4,432,0,0,0,1,4,516
59,13,24,27,567,0,0,0,0,4,690
70,11,22,17,285,0,0,0,1,4,406
70,7,25,22,300,0,0,0,1,4,425
40,8,25,15,923,0,0,0,1,4,1012
66,6,20,24,676,0,0,0,1,4,793
22,7,10,18,1022,0,0,0,0,4,1079
74,6,12,28,898,0,0,0,0,4,1018
68,12,19,9,683,0,0,0,1,4,792
20,7,11,27,890,0,0,0,0,4,955
18,14,22,5,748,0,0,0,0,4,807
55,10,18,3,433,0,0,0,0,4,519
49,9,18,14,493,0,0,0,1,4,584
64,12,14,24,446,0,0,0,1,4,561
47,14,21,5,820,0,0,0,1,4,908
30,16,23,16,361,0,0,0,1,4,447
19,14,17,24,889,0,0,0,1,4,964
64,7,11,12,868,0,0,0,1,4,963
39,9,21,7,323,0,0,0,1,4,400
26,9,16,20,461,0,0,0,1,4,533
28,15,18,17,269,0,0,0,1,4,348
51,13,19,28,746,0,0,0,1,4,858
60,10,15,28,779,0,0,0,1,4,893
64,11,14,19,758,0,0,0,1,4,867
31,10,20,6,750,0,0,0,0,4,817
72,7,14,20,421,0,0,0,1,4,535
55,8,10,4,557,0,0,0,1,4,635
29,8,24,10,927,0,0,0,0,4,998
28,17,24,15,445,0,0,0,1,4,530
51,8,11,17,921,0,0,0,1,4,1009
23,14,17,18,748,0,0,0,0,4,820
43,11,20,6,861,0,0,0,1,4,942
32,10,23,11,856,0,0,0,0,4,932
62,9,10,18,876,0,0,0,1,4,976
71,9,13,14,923,0,0,0,1,4,1031
53,13,18,8,1024,0,0,0,1,4,1117
48,7,8,24,838,0,0,0,0,4,925
61,12,17,14,306,0,0,0,0,4,410
64,11,14,2,323,0,0,0,0,4,414
43,10,25,20,712,0,0,0,1,4,811
44,7,7,17,720,0,0,0,1,4,796
21,11,21,7,712,0,0,0,0,4,772
36,10,24,23,1019,0,0,0,1,4,1113
57,9,10,14,575,0,0,0,0,4,665
60,9,22,19,250,0,0,0,0,4,360
27,12,13,8,779,0,0,0,1,4,840
61,11,22,4,961,0,0,0,1,4,1060
20,13,23,23,722,0,0,0,1,4,802
55,8,11,18,365,0,0,0,0,4,457
46,16,18,15,849,0,0,0,0,4,944
24,16,23,13,682,0,0,0,0,4,758
63,6,25,21,621,0,0,0,0,4,736
51,7,21,26,938,0,0,0,1,4,1044
21,7,9,30,983,0,0,0,1,4,1051
73,6,20,2,755,0,0,0,0,4,856
51,7,16,20,803,0,0,0,1,4,898
60,7,20,22,316,0,0,0,1,4,426
55,9,19,2,594,0,0,0,1,4,680
53,6,14,11,558,0,0,0,0,4,642
52,6,18,17,769,0,0,0,0,4,862
62,8,25,16,887,0,0,0,0,4,998
43,7,11,9,890,0,0,0,1,4,961
69,10,23,12,280,0,0,0,0,4,394
67,9,12,3,424,0,0,0,1,4,516
23,18,20,17,891,0,0,0,1,4,970
53,8,9,27,297,0,0,0,1,4,395
51,10,21,20,450,0,0,0,0,4,552
62,7,12,26,458,0,0,0,1,4,566
57,8,18,9,875,0,0,0,1,4,968
22,14,16,28,650,0,0,0,0,4,730
37,10,19,9,501,0,0,0,1,4,577
26,17,23,14,729,0,0,0,1,4,810
63,7,13,23,597,0,0,0,1,4,704
55,7,22,4,798,0,0,0,0,4,886
64,12,18,15,751,0,0,0,0,4,860
68,13,22,19,1017,0,0,0,1,4,1140
29,13,21,18,828,0,0,0,0,4,909
30,16,23,3,910,0,0,0,1,4,983
33,11,15,13,672,0,0,0,0,4,744
20,9,21,17,650,0,0,0,1,4,718
45,13,17,12,268,0,0,0,0,4,355
72,12,12,27,353,0,0,0,1,4,477
55,8,24,17,602,0,0,0,0,4,706
39,8,25,25,302,0,0,0,1,4,400
67,11,16,22,661,0,0,0,1,4,778
62,12,13,25,540,0,0,0,1,4,653
32,10,12,14,314,0,0,0,0,4,382
68,7,22,20,694,0,0,0,0,4,811
22,10,17,4,741,0,0,0,0,4,794
72,7,24,14,941,0,0,0,0,4,1058
21,11,17,5,726,0,0,0,0,4,780
31,17,19,27,906,0,0,0,1,4,1001
57,13,15,15,813,0,0,0,1,4,914
29,7,23,15,283,0,0,0,0,4,357
55,10,21,21,597,0,0,0,1,4,705
52,13,15,8,331,0,0,0,0,4,419
40,13,17,5,911,0,0,0,1,4,987
56,12,24,6,1007,0,0,0,1,4,1106
18,17,22,8,861,0,0,0,1,4,927
60,13,19,14,445,0,0,0,0,4,551
57,6,17,15,293,0,0,0,0,4,388
74,7,20,24,596,0,0,0,1,4,722
35,13,21,11,568,0,0,0,1,4,649
73,10,20,16,724,0,0,0,1,4,844
67,7,21,23,896,0,0,0,0,4,1014
29,13,25,10,641,0,0,0,1,4,719
43,9,20,23,1023,0,0,0,0,4,1118
43,7,8,28,571,0,0,0,1,4,658
57,11,20,12,379,0,0,0,1,4,480
28,14,18,22,503,0,0,0,0,4,585
33,18,20,9,869,0,0,0,1,4,950
52,11,23,30,252,0,0,0,0,4,368
73,10,23,11,513,0,0,0,0,4,630
72,8,17,5,568,0,0,0,0,4,670
31,10,12,27,344,0,0,0,0,4,424
32,7,19,8,937,0,0,0,0,4,1003
57,10,13,3,695,0,0,0,1,4,779
44,15,24,11,405,0,0,0,1,4,500
62,11,11,23,695,0,0,0,1,4,803
63,6,15,20,403,0,0,0,0,4,507
34,11,25,3,311,0,0,0,1,4,385
61,9,14,19,830,0,0,0,0,4,933
42,18,19,12,660,0,0,0,0,4,751
46,10,17,2,252,0,0,0,0,4,327
57,9,15,3,750,0,0,0,1,4,835
36,10,20,7,544,0,0,0,1,4,618
64,7,25,2,375,0,0,0,1,4,474
43,14,22,15,408,0,0,0,0,4,502
32,18,25,21,1006,0,0,0,1,4,1103
72,13,21,5,291,0,0,0,0,4,402
69,13,21,23,389,0,0,0,0,4,515
29,13,14,9,464,0,0,0,0,4,529
60,12,16,12,231,0,0,0,1,4,332
33,14,20,21,684,0,0,0,0,4,772
67,7,23,8,364,0,0,0,1,4,470
52,13,19,17,579,0,0,0,0,4,680
25,15,24,13,802,0,0,0,0,4,879
51,12,16,4,303,0,0,0,0,4,386
73,10,14,25,979,0,0,0,1,4,1102
23,17,24,22,545,0,0,0,1,4,632
41,13,23,2,889,0,0,0,1,4,969
38,16,19,18,732,0,0,0,0,4,823
39,10,16,27,666,0,0,0,1,4,759
27,13,18,30,953,0,0,0,1,4,1042
66,6,18,24,316,0,0,0,1,4,431
30,6,11,17,263,0,0,0,0,4,327
68,7,11,2,915,0,0,0,0,4,1003
34,9,11,16,958,0,0,0,0,4,1028
61,13,20,19,343,0,0,0,0,4,456
53,10,17,26,1012,0,0,0,1,4,1119
23,8,9,5,625,0,0,0,0,4,670
30,12,13,29,726,0,0,0,1,4,811
47,9,23,8,500,0,0,0,0,4,587
29,11,17,25,866,0,0,0,0,4,948
65,12,24,10,506,0,0,0,1,4,618
51,9,25,14,905,0,0,0,1,4,1005
59,13,18,27,668,0,0,0,1,4,786
61,11,13,2,518,0,0,0,1,4,606
69,9,25,13,488,0,0,0,0,4,604
49,10,11,26,652,0,0,0,1,4,749
74,7,7,20,880,0,0,0,0,4,988
27,14,14,24,670,0,0,0,1,4,750
73,12,15,10,395,0,0,0,1,4,506
73,9,22,10,631,0,0,0,1,4,746
63,10,19,10,749,0,0,0,1,4,852
23,15,22,25,963,0,0,0,0,4,1048
20,11,19,22,812,0,0,0,1,4,885
19,11,22,18,812,0,0,0,1,4,883
22,15,22,4,260,0,0,0,1,4,324
18,11,18,22,433,0,0,0,1,4,503
25,18,23,21,581,0,0,0,1,4,669
25,13,23,11,239,0,0,0,1,4,312
36,15,25,29,246,0,0,0,0,4,351
64,7,13,23,737,0,0,0,0,4,844
63,13,22,10,573,0,0,0,0,4,681
26,18,22,23,532,0,0,0,1,4,622
44,14,16,22,448,0,0,0,0,4,544
36,11,17,4,648,0,0,0,0,4,716
24,18,24,29,760,0,0,0,1,4,856
20,10,22,24,652,0,0,0,0,4,728
50,12,19,6,942,0,0,0,0,4,1029
64,13,15,6,366,0,0,0,0,4,464
44,7,12,29,594,0,0,0,0,4,686
20,13,14,13,518,0,0,0,0,4,578
62,7,21,6,832,0,0,0,1,4,929
64,12,14,7,440,0,0,0,1,4,538
32,15,18,27,334,0,0,0,1,4,427
60,7,15,15,941,0,0,0,1,4,1039
24,18,21,12,415,0,0,0,1,4,491
28,16,16,12,294,0,0,0,1,4,367
64,10,16,12,906,0,0,0,1,4,1009
26,12,12,12,765,0,0,0,1,4,828
68,12,13,23,505,0,0,0,0,4,621
53,12,13,18,362,0,0,0,0,4,458
26,11,20,19,474,0,0,0,0,4,550
66,8,12,19,489,0,0,0,1,4,595
38,15,21,27,383,0,0,0,0,4,484
51,13,15,12,751,0,0,0,0,4,842
20,7,19,24,538,0,0,0,1,4,609
67,13,19,27,556,0,0,0,0,4,682
25,12,21,22,435,0,0,0,1,4,516
71,8,14,9,486,0,0,0,0,4,588
47,18,20,25,288,0,0,0,1,4,399
31,11,23,12,905,0,0,0,1,4,983
54,12,22,2,718,0,0,0,0,4,808
28,16,17,4,342,0,0,0,0,4,407
25,18,21,29,1008,0,0,0,0,4,1101
30,13,21,5,820,0,0,0,1,4,890
36,14,16,13,284,0,0,0,1,4,364
51,10,23,22,700,0,0,0,0,4,806
74,7,11,29,362,0,0,0,1,4,484
30,16,18,4,591,0,0,0,0,4,659
33,17,18,8,361,0,0,0,1,4,438
54,10,24,12,308,0,0,0,1,4,409
21,6,24,19,771,0,0,0,1,4,842
46,6,8,30,301,0,0,0,0,4,391
18,8,24,10,856,0,0,0,1,4,917
66,7,22,28,317,0,0,0,0,4,440
67,10,15,17,600,0,0,0,0,4,709
39,8,14,6,901,0,0,0,1,4,969
64,10,18,12,629,0,0,0,0,4,733
43,14,16,24,935,0,0,0,1,4,1033
38,18,19,8,774,0,0,0,0,4,857
29,12,12,26,914,0,0,0,1,4,994
22,17,17,7,352,0,0,0,1,4,416
68,12,23,4,904,0,0,0,0,4,1011
52,9,16,4,354,0,0,0,0,4,435
62,13,14,26,893,0,0,0,0,4,1008
25,11,25,14,354,0,0,0,1,4,430
30,10,11,18,1023,0,0,0,1,4,1093
51,13,18,30,1024,0,0,0,1,4,1137
51,8,16,30,959,0,0,0,1,4,1065
35,9,14,8,473,0,0,0,1,4,540
71,8,12,9,934,0,0,0,1,4,1035
61,7,21,22,436,0,0,0,1,4,548
24,6,19,27,297,0,0,0,1,4,374
31,15,19,4,633,0,0,0,1,4,703
57,10,14,29,573,0,0,0,0,4,683
69,8,18,19,1000,0,0,0,0,4,1114
72,11,22,16,600,0,0,0,0,4,721
36,7,16,9,472,0,0,0,0,4,540
63,10,11,7,334,0,0,0,1,4,426
64,10,19,15,459,0,0,0,1,4,568
40,8,15,13,645,0,0,0,0,4,721
32,7,17,10,650,0,0,0,0,4,716
72,11,20,4,845,0,0,0,0,4,952
61,13,25,28,1000,0,0,0,1,4,1128
30,9,23,30,816,0,0,0,1,4,909
54,13,15,27,583,0,0,0,0,4,692
38,7,8,24,739,0,0,0,1,4,817
23,10,18,8,370,0,0,0,1,4,430
65,6,24,9,267,0,0,0,1,4,372
18,11,20,16,455,0,0,0,1,4,521
66,8,8,23,793,0,0,0,1,4,899
66,9,9,25,494,0,0,0,0,4,603
23,15,25,23,440,0,0,0,1,4,527
32,15,17,25,463,0,0,0,0,4,552
43,14,14,18,657,0,0,0,0,4,746
28,17,22,8,689,0,0,0,1,4,765
29,14,16,21,715,0,0,0,0,4,795
24,16,18,9,538,0,0,0,0,4,605
43,16,21,6,393,0,0,0,0,4,479
22,9,23,5,994,0,0,0,1,4,1054
61,10,23,13,768,0,0,0,1,4,876
27,16,20,14,645,0,0,0,0,4,722
22,7,22,9,261,0,0,0,1,4,322
57,6,10,27,630,0,0,0,0,4,730
18,9,21,26,391,0,0,0,0,4,465
20,12,12,19,330,0,0,0,1,4,394
65,11,22,28,477,0,0,0,0,4,603
25,13,21,25,270,0,0,0,0,4,354
51,13,23,4,273,0,0,0,1,4,365
29,17,23,19,1018,0,0,0,1,4,1107
42,16,21,5,600,0,0,0,0,4,684
54,10,10,10,552,0,0,0,0,4,636
63,9,14,27,250,0,0,0,0,4,363
57,9,12,25,458,0,0,0,1,4,562
27,8,23,29,876,0,0,0,1,4,964
37,14,25,13,384,0,0,0,0,4,473
65,12,18,13,635,0,0,0,1,4,744
33,12,13,11,329,0,0,0,1,4,399
69,7,25,13,618,0,0,0,0,4,732
49,10,17,27,929,0,0,0,0,4,1032
56,7,11,29,708,0,0,0,0,4,811
34,8,8,5,403,0,0,0,0,4,458
56,12,20,18,521,0,0,0,0,4,627
52,8,25,2,382,0,0,0,1,4,470
31,16,18,11,519,0,0,0,1,4,596
18,8,19,18,270,0,0,0,1,4,334
18,10,21,29,314,0,0,0,0,4,392
42,8,11,4,546,0,0,0,0,4,611
31,15,22,5,497,0,0,0,0,4,570
37,17,22,9,608,0,0,0,0,4,693
69,10,14,21,476,0,0,0,1,4,591
52,9,17,13,829,0,0,0,0,4,920
28,14,17,9,430,0,0,0,0,4,498
65,8,20,13,520,0,0,0,1,4,627
36,6,12,26,453,0,0,0,1,4,534
53,6,7,24,368,0,0,0,0,4,458
64,8,22,19,368,0,0,0,1,4,482
49,18,20,26,543,0,0,0,1,4,657
56,10,18,15,450,0,0,0,1,4,550
18,8,16,23,278,0,0,0,0,4,343
21,15,15,10,416,0,0,0,1,4,478
70,10,24,6,975,0,0,0,0,4,1085
65,12,21,15,956,0,0,0,1,4,1070
22,18,18,6,968,0,0,0,0,4,1032
20,17,25,18,290,0,0,0,1,4,371
43,13,13,10,1020,0,0,0,1,4,1100
39,15,23,11,818,0,0,0,0,4,906
45,7,8,23,798,0,0,0,1,4,882
32,6,9,18,995,0,0,0,1,4,1061
36,16,17,15,768,0,0,0,0,4,852
34,6,10,18,333,0,0,0,1,4,402
36,10,23,20,958,0,0,0,1,4,1048
65,9,9,26,559,0,0,0,0,4,668
32,11,21,12,598,0,0,0,0,4,674
51,7,7,4,897,0,0,0,1,4,967
38,11,16,2,257,0,0,0,0,4,324
23,11,13,10,237,0,0,0,1,4,295
18,9,10,13,446,0,0,0,0,4,496
33,12,21,30,729,0,0,0,0,4,825
71,12,14,9,908,0,0,0,0,4,1014
61,12,22,8,621,0,0,0,0,4,724
47,12,21,4,829,0,0,0,1,4,914
49,15,19,7,416,0,0,0,1,4,507
41,14,20,15,698,0,0,0,1,4,789
62,10,16,6,763,0,0,0,1,4,858
70,6,22,30,857,0,0,0,0,4,985
46,12,13,9,987,0,0,0,0,4,1067
61,6,20,12,277,0,0,0,0,4,376
28,18,25,28,290,0,0,0,0,4,389
26,14,24,20,971,0,0,0,0,4,1055
57,13,25,2,268,0,0,0,1,4,366
64,10,24,18,508,0,0,0,0,4,624
63,9,9,28,271,0,0,0,1,4,381
48,11,23,21,381,0,0,0,1,4,485
70,7,20,22,428,0,0,0,1,4,548
33,11,21,2,502,0,0,0,0,4,569
53,11,12,10,244,0,0,0,0,4,330
30,7,13,12,576,0,0,0,1,4,639
47,9,22,5,328,0,0,0,1,4,412
28,11,21,24,403,0,0,0,1,4,488
23,13,20,14,646,0,0,0,1,4,717
29,8,24,15,1018,0,0,0,1,4,1095
64,13,20,11,987,0,0,0,0,4,1095
72,12,16,13,348,0,0,0,1,4,462
56,10,18,25,996,0,0,0,1,4,1106
27,15,20,21,718,0,0,0,1,4,802
60,9,13,18,447,0,0,0,0,4,547
40,11,25,10,737,0,0,0,1,4,824
40,13,17,21,1014,0,0,0,1,4,1106
54,11,20,6,978,0,0,0,0,4,1069
61,13,18,6,733,0,0,0,1,4,832
20,14,16,2,649,0,0,0,0,4,701
60,8,13,19,842,0,0,0,1,4,943
66,12,19,2,401,0,0,0,0,4,500
74,7,20,16,885,0,0,0,0,4,1002
74,7,9,6,837,0,0,0,1,4,934
58,9,22,28,821,0,0,0,1,4,939
27,8,9,8,552,0,0,0,0,4,604
41,10,25,27,996,0,0,0,0,4,1099
67,6,10,27,399,0,0,0,1,4,510
57,9,11,25,552,0,0,0,1,4,655
27,8,18,8,944,0,0,0,0,4,1005
19,6,18,6,696,0,0,0,1,4,746
65,11,25,28,820,0,0,0,0,4,949
34,15,17,16,246,0,0,0,0,4,328
49,6,9,11,632,0,0,0,1,4,708
23,12,15,14,459,0,0,0,1,4,524
55,9,23,9,999,0,0,0,0,4,1095
56,10,24,17,250,0,0,0,1,4,358
48,9,20,3,706,0,0,0,1,4,787
59,8,15,6,685,0,0,0,0,4,773
59,9,18,6,528,0,0,0,1,4,621
47,12,16,4,1002,0,0,0,1,4,1082
63,8,22,15,540,0,0,0,0,4,648
35,8,18,3,853,0,0,0,0,4,917
63,10,12,20,287,0,0,0,0,4,392
53,13,23,18,940,0,0,0,0,4,1047
22,7,13,15,919,0,0,0,1,4,977
74,6,13,27,524,0,0,0,1,4,645
38,17,24,21,655,0,0,0,0,4,755
44,11,25,4,414,0,0,0,1,4,499
68,7,21,9,409,0,0,0,1,4,515
65,11,20,23,1015,0,0,0,0,4,1134
42,17,18,16,433,0,0,0,1,4,527
24,17,21,16,917,0,0,0,1,4,996
74,6,25,17,829,0,0,0,0,4,951
38,7,18,17,230,0,0,0,1,4,311
66,13,22,8,992,0,0,0,1,4,1102
50,11,12,4,280,0,0,0,0,4,357
33,9,25,27,474,0,0,0,1,4,569
45,12,13,5,672,0,0,0,1,4,748
67,13,23,26,558,0,0,0,0,4,687
73,11,21,3,243,0,0,0,1,4,352
40,15,22,2,842,0,0,0,0,4,921
66,11,22,7,817,0,0,0,1,4,924
46,11,11,15,626,0,0,0,0,4,709
27,10,13,13,670,0,0,0,0,4,733
47,7,13,3,919,0,0,0,1,4,990
50,7,9,14,441,0,0,0,0,4,521
55,12,24,6,998,0,0,0,0,4,1095
31,17,20,2,735,0,0,0,1,4,806
72,8,21,28,930,0,0,0,1,4,1060
20,6,20,29,281,0,0,0,0,4,356
70,7,24,8,597,0,0,0,0,4,706
50,11,24,3,301,0,0,0,1,4,390
30,17,20,16,255,0,0,0,0,4,338
50,13,22,7,849,0,0,0,0,4,941
21,12,22,30,851,0,0,0,1,4,937
23,16,22,11,836,0,0,0,1,4,909
54,12,21,7,986,0,0,0,0,4,1080
73,7,7,8,291,0,0,0,0,4,386
30,7,11,17,893,0,0,0,0,4,958
53,9,11,20,490,0,0,0,1,4,584
32,14,15,19,993,0,0,0,0,4,1073
42,9,21,2,431,0,0,0,0,4,505
70,11,22,25,588,0,0,0,0,4,716
59,10,20,7,977,0,0,0,1,4,1074
50,11,14,3,917,0,0,0,1,4,996
58,8,15,26,242,0,0,0,1,4,350
41,16,21,14,320,0,0,0,0,4,412
31,9,12,23,663,0,0,0,1,4,739
53,11,24,12,522,0,0,0,0,4,622
22,17,24,6,343,0,0,0,1,4,413
60,9,22,9,679,0,0,0,0,4,779
38,12,16,28,440,0,0,0,1,4,535
18,13,25,15,348,0,0,0,0,4,419
29,8,16,14,312,0,0,0,1,4,380
38,10,16,9,902,0,0,0,1,4,976
32,7,16,30,300,0,0,0,1,4,386
49,10,21,25,842,0,0,0,0,4,947
22,13,25,9,343,0,0,0,1,4,413
55,12,20,8,830,0,0,0,0,4,925
33,8,16,28,252,0,0,0,1,4,338
25,18,19,5,724,0,0,0,0,4,791
67,8,18,25,953,0,0,0,0,4,1071
22,15,15,16,853,0,0,0,0,4,921
37,9,19,20,920,0,0,0,1,4,1006
18,12,18,5,771,0,0,0,1,4,825
74,6,25,7,266,0,0,0,0,4,378
30,17,22,7,658,0,0,0,1,4,735
25,17,19,16,722,0,0,0,0,4,799
22,13,25,27,802,0,0,0,0,4,889
69,9,9,10,862,0,0,0,0,4,959
28,11,21,14,452,0,0,0,0,4,526
44,7,12,6,827,0,0,0,1,4,897
27,10,23,25,676,0,0,0,0,4,761
22,12,23,24,460,0,0,0,0,4,541
46,14,19,25,527,0,0,0,0,4,631
28,6,24,20,283,0,0,0,0,4,361
48,10,24,12,953,0,0,0,1,4,1048
33,13,23,13,253,0,0,0,1,4,336
71,7,13,21,245,0,0,0,0,4,357
46,16,18,8,666,0,0,0,1,4,755
39,10,22,18,679,0,0,0,0,4,768
36,9,11,26,508,0,0,0,1,4,591
60,6,12,17,451,0,0,0,0,4,546
54,7,10,7,1011,0,0,0,1,4,1090
74,7,14,25,356,0,0,0,0,4,476
67,8,8,24,999,0,0,0,1,4,1107
31,7,24,6,619,0,0,0,0,4,687
33,9,14,30,554,0,0,0,0,4,640
70,8,11,22,711,0,0,0,0,4,822
30,15,16,26,756,0,0,0,1,4,844
51,7,14,17,724,0,0,0,0,4,813
72,11,23,22,1011,0,0,0,0,4,1139
58,6,25,9,563,0,0,0,1,4,662
38,6,17,14,526,0,0,0,1,4,602
56,11,18,17,375,0,0,0,1,4,478
37,7,7,26,876,0,0,0,1,4,954
25,17,20,15,473,0,0,0,1,4,551
30,10,24,18,280,0,0,0,0,4,362
68,11,25,11,650,0,0,0,0,4,765
65,12,20,20,489,0,0,0,0,4,606
61,6,19,14,775,0,0,0,1,4,876
54,9,23,12,764,0,0,0,1,4,863
57,11,15,19,942,0,0,0,0,4,1044
19,9,19,13,830,0,0,0,1,4,891
53,10,21,14,585,0,0,0,1,4,684
62,8,14,16,334,0,0,0,1,4,435
59,12,12,7,258,0,0,0,1,4,349
58,10,12,14,877,0,0,0,1,4,972
58,9,23,11,285,0,0,0,1,4,387
41,8,15,24,1019,0,0,0,0,4,1107
63,7,23,29,536,0,0,0,1,4,659
70,6,23,25,581,0,0,0,0,4,705
23,8,21,4,256,0,0,0,1,4,313
53,12,24,21,993,0,0,0,1,4,1104
54,11,23,21,899,0,0,0,0,4,1008
38,17,24,20,247,0,0,0,0,4,346
51,9,25,2,904,0,0,0,0,4,991
50,6,9,30,474,0,0,0,0,4,569
42,12,16,9,460,0,0,0,1,4,540
46,7,22,5,832,0,0,0,0,4,912
41,14,23,3,248,0,0,0,0,4,329
20,9,13,16,919,0,0,0,1,4,978
44,15,19,9,509,0,0,0,0,4,596
68,12,18,28,494,0,0,0,0,4,620
65,7,7,3,355,0,0,0,0,4,437
73,7,19,22,349,0,0,0,1,4,471
19,18,19,17,345,0,0,0,0,4,418
56,8,24,12,790,0,0,0,0,4,890
67,12,15,10,853,0,0,0,1,4,958
58,8,11,17,541,0,0,0,1,4,636
43,8,19,22,980,0,0,0,0,4,1072
72,13,13,14,798,0,0,0,1,4,911
44,13,16,19,439,0,0,0,0,4,531
28,17,21,28,394,0,0,0,0,4,488
41,11,17,22,636,0,0,0,1,4,728
49,17,23,6,356,0,0,0,0,4,451
59,7,21,3,279,0,0,0,1,4,370
48,16,16,17,721,0,0,0,0,4,818
38,10,18,29,908,0,0,0,0,4,1003
52,8,25,20,926,0,0,0,0,4,1031
26,18,25,22,935,0,0,0,1,4,1027
62,13,17,7,748,0,0,0,1,4,848
50,11,18,26,977,0,0,0,1,4,1083
23,18,24,26,758,0,0,0,1,4,850
73,8,19,14,459,0,0,0,1,4,574
32,14,19,17,618,0,0,0,1,4,701
60,6,11,30,290,0,0,0,0,4,397
54,11,20,5,825,0,0,0,1,4,916
41,15,15,9,304,0,0,0,0,4,384
58,9,13,3,682,0,0,0,1,4,766
64,9,16,5,751,0,0,0,1,4,846
37,8,16,14,522,0,0,0,0,4,597
49,18,25,11,313,0,0,0,0,4,416
27,16,25,15,1013,0,0,0,0,4,1096
35,6,14,17,384,0,0,0,0,4,456
56,8,16,7,453,0,0,0,1,4,541
58,8,13,13,240,0,0,0,1,4,333
37,12,24,9,470,0,0,0,1,4,553
47,11,20,14,750,0,0,0,0,4,842
25,18,25,14,772,0,0,0,1,4,855
32,7,24,12,1006,0,0,0,1,4,1082
46,8,22,11,841,0,0,0,1,4,929
44,15,15,21,936,0,0,0,1,4,1032
18,12,24,19,415,0,0,0,1,4,489
20,6,13,15,873,0,0,0,1,4,928
18,12,20,21,272,0,0,0,0,4,343
64,11,16,17,232,0,0,0,1,4,341
50,7,16,9,889,0,0,0,0,4,971
72,13,21,18,798,0,0,0,1,4,923
19,15,17,23,331,0,0,0,0,4,405
65,9,19,28,774,0,0,0,0,4,895
74,7,16,7,365,0,0,0,1,4,470
38,14,17,16,845,0,0,0,0,4,930
51,12,24,3,575,0,0,0,0,4,665
50,13,19,3,905,0,0,0,1,4,991
26,14,24,6,870,0,0,0,0,4,940
40,6,18,24,994,0,0,0,1,4,1083
38,13,18,20,336,0,0,0,1,4,426
28,17,22,21,596,0,0,0,0,4,684
28,6,12,8,734,0,0,0,1,4,789
62,9,19,23,609,0,0,0,1,4,723
63,7,11,19,629,0,0,0,0,4,729
72,6,16,23,408,0,0,0,0,4,525
27,10,23,15,683,0,0,0,1,4,759
35,12,18,24,777,0,0,0,0,4,866
53,9,25,7,520,0,0,0,0,4,614
27,18,18,28,473,0,0,0,1,4,565
28,9,23,20,546,0,0,0,1,4,627
60,10,21,27,656,0,0,0,0,4,774
50,11,12,26,456,0,0,0,1,4,556
43,7,9,10,583,0,0,0,0,4,652
45,15,20,28,671,0,0,0,0,4,779
52,12,18,2,612,0,0,0,1,4,697
47,10,10,4,618,0,0,0,1,4,690
54,13,14,21,551,0,0,0,1,4,654
55,11,19,16,652,0,0,0,1,4,754
27,17,22,13,733,0,0,0,1,4,813
42,18,18,21,609,0,0,0,0,4,708
67,6,24,15,768,0,0,0,0,4,880
33,10,10,8,887,0,0,0,0,4,948
45,6,21,12,822,0,0,0,1,4,907
26,18,20,5,509,0,0,0,0,4,578
39,6,10,4,949,0,0,0,0,4,1008
23,11,25,3,603,0,0,0,1,4,666
53,12,18,20,491,0,0,0,1,4,595
61,7,8,3,775,0,0,0,0,4,854
72,13,18,8,833,0,0,0,1,4,945
42,14,20,11,787,0,0,0,1,4,875
74,6,17,3,409,0,0,0,0,4,509
32,11,11,13,367,0,0,0,1,4,435
28,10,14,5,442,0,0,0,0,4,499
65,12,22,12,880,0,0,0,1,4,992
37,6,6,16,473,0,0,0,0,4,538
37,12,17,29,658,0,0,0,1,4,754
71,8,17,15,934,0,0,0,1,4,1046
26,7,24,24,461,0,0,0,0,4,542
24,9,17,23,562,0,0,0,1,4,636
50,9,13,5,516,0,0,0,0,4,593
61,6,8,2,695,0,0,0,1,4,773
48,13,23,29,867,0,0,0,0,4,980
47,12,21,30,399,0,0,0,0,4,509
53,13,14,28,355,0,0,0,0,4,463
61,11,20,8,975,0,0,0,0,4,1075
33,12,15,13,848,0,0,0,1,4,922
66,6,13,4,592,0,0,0,0,4,681
54,12,24,13,629,0,0,0,1,4,733
50,8,14,2,1023,0,0,0,0,4,1097
55,7,9,2,711,0,0,0,0,4,784
62,12,23,19,850,0,0,0,1,4,967
52,7,17,18,322,0,0,0,1,4,417
33,18,23,22,758,0,0,0,0,4,854
43,9,22,8,828,0,0,0,0,4,910
61,7,25,15,354,0,0,0,1,4,463
66,13,18,5,393,0,0,0,1,4,496
23,17,19,8,277,0,0,0,0,4,344
48,13,20,11,791,0,0,0,1,4,884
36,17,18,27,404,0,0,0,1,4,503
20,7,19,18,573,0,0,0,0,4,637
37,9,10,26,690,0,0,0,1,4,773
42,11,21,18,848,0,0,0,1,4,941
